[  2950,  0.0000793]     0.6800,     0.8867,     0.9289,     0.1103,     0.2054,     2.8653, 
[  3000,  0.0000792]     0.6838,     0.8830,     0.9252,     0.1081,     0.1894,     2.7741, 
[  3050,  0.0000791]     0.6863,     0.8880,     0.9290,     0.1054,     0.1955,     2.8673, 
[  3100,  0.0000790]     0.6844,     0.8879,     0.9285,     0.1096,     0.1914,     2.7223, 
[  3150,  0.0000789]     0.6714,     0.8789,     0.9251,     0.0971,     0.1916,     2.6850, 
[  3200,  0.0000788]     0.6973,     0.8865,     0.9269,     0.1025,     0.1874,     2.7022, 
[  3250,  0.0000787]     0.7028,     0.8890,     0.9284,     0.0996,     0.1826,     2.7609, 
[  3300,  0.0000787]     0.6879,     0.8861,     0.9270,     0.1025,     0.1873,     2.8632, 
[  3350,  0.0000786]     0.7105,     0.8961,     0.9327,     0.1028,     0.1824,     3.3567, 
[  3400,  0.0000785]     0.6950,     0.8897,     0.9291,     0.1025,     0.1885,     2.7437, 
[  3450,  0.0000784]     0.6943,     0.8949,     0.9338,     0.1093,     0.1923,     2.6464, 
[  3500,  0.0000783]     0.6825,     0.8789,     0.9224,     0.1027,     0.1811,     3.1130, 
[  3550,  0.0000782]     0.6847,     0.8838,     0.9259,     0.1006,     0.1867,     2.9279, 
[  3600,  0.0000782]     0.7069,     0.8944,     0.9322,     0.1022,     0.1798,     2.7839, 
[  3650,  0.0000781]     0.7065,     0.8930,     0.9302,     0.1006,     0.1864,     2.9730, 
[  3700,  0.0000780]     0.6950,     0.8863,     0.9271,     0.1088,     0.1925,     2.7271, 
[  3750,  0.0000779]     0.6986,     0.8901,     0.9296,     0.1036,     0.1849,     3.1068, 
[  3800,  0.0000778]     0.7185,     0.9022,     0.9384,     0.0999,     0.1771,     2.5861, 
[  3850,  0.0000777]     0.7018,     0.8908,     0.9304,     0.1075,     0.1864,     2.8221, 
[  3900,  0.0000777]     0.6893,     0.8865,     0.9282,     0.0980,     0.1794,     2.7483, 
[  3950,  0.0000776]     0.7206,     0.9056,     0.9426,     0.0916,     0.1705,     2.2909, 
[  4000,  0.0000775]     0.7165,     0.9013,     0.9379,     0.1027,     0.1787,     2.5218, 
[  4050,  0.0000774]     0.7086,     0.8904,     0.9290,     0.1042,     0.1776,     2.6322, 
[  4100,  0.0000773]     0.7347,     0.9114,     0.9447,     0.0915,     0.1756,     2.3230, 
[  4150,  0.0000772]     0.6888,     0.8859,     0.9271,     0.1117,     0.1928,     2.8957, 
[  4200,  0.0000772]     0.6968,     0.8924,     0.9326,     0.0987,     0.1846,     2.6802, 
[  4250,  0.0000771]     0.7227,     0.9047,     0.9409,     0.1005,     0.1793,     2.5348, 
[  4300,  0.0000770]     0.6922,     0.8832,     0.9248,     0.0967,     0.1777,     2.5811, 
[  4350,  0.0000769]     0.7151,     0.9051,     0.9428,     0.0981,     0.1722,     2.3437, 
[  4400,  0.0000768]     0.7006,     0.8975,     0.9384,     0.0861,     0.1669,     2.4181, 
[  4450,  0.0000767]     0.7083,     0.9003,     0.9378,     0.0994,     0.1801,     2.6661, 
[  4500,  0.0000766]     0.7117,     0.9005,     0.9386,     0.0996,     0.1810,     2.5355, 
[  4550,  0.0000766]     0.7184,     0.9058,     0.9422,     0.0876,     0.1773,     2.5529, 
[  4600,  0.0000765]     0.7082,     0.8923,     0.9299,     0.1006,     0.1857,     2.8751, 
[  4650,  0.0000764]     0.6945,     0.8933,     0.9343,     0.1038,     0.1941,     2.6804, 
[  4700,  0.0000763]     0.7195,     0.9065,     0.9427,     0.0959,     0.1777,     2.6571, 
[  4750,  0.0000762]     0.7214,     0.9034,     0.9400,     0.0859,     0.1686,     2.4480, 
[  4800,  0.0000761]     0.7096,     0.8995,     0.9361,     0.0962,     0.1798,     2.6622, 
[  4850,  0.0000761]     0.7154,     0.8979,     0.9344,     0.0961,     0.1693,     2.8120, 
[  4900,  0.0000760]     0.7118,     0.8984,     0.9367,     0.0915,     0.1681,     2.5554, 
[  4950,  0.0000759]     0.7067,     0.8985,     0.9358,     0.0925,     0.1759,     2.5966, 
[  5000,  0.0000758]     0.7179,     0.8982,     0.9332,     0.0994,     0.1719,     2.6364, 
[  5050,  0.0000757]     0.7341,     0.9117,     0.9459,     0.0908,     0.1606,     2.2338, 
[  5100,  0.0000756]     0.7316,     0.9021,     0.9376,     0.0854,     0.1631,     2.4796, 
[  5150,  0.0000756]     0.7217,     0.8994,     0.9356,     0.1046,     0.1722,     2.6545, 
[  5200,  0.0000755]     0.7061,     0.8966,     0.9351,     0.0903,     0.1710,     2.5164, 
[  5250,  0.0000754]     0.7144,     0.9004,     0.9367,     0.0988,     0.1765,     2.5994, 
[  5300,  0.0000753]     0.7288,     0.9048,     0.9405,     0.0861,     0.1693,     2.5385, 
[  5350,  0.0000752]     0.7134,     0.9039,     0.9417,     0.0931,     0.1721,     2.5269, 
[  5400,  0.0000751]     0.7291,     0.9078,     0.9414,     0.0937,     0.1706,     2.5790, 
[  5450,  0.0000750]     0.7124,     0.8974,     0.9356,     0.0939,     0.1692,     2.6113, 
[  5500,  0.0000750]     0.7254,     0.9075,     0.9404,     0.0841,     0.1597,     2.5254, 
[  5550,  0.0000749]     0.7350,     0.9082,     0.9410,     0.0957,     0.1683,     2.5841, 
[  5600,  0.0000748]     0.7027,     0.8969,     0.9367,     0.0926,     0.1688,     2.4277, 
[  5650,  0.0000747]     0.7281,     0.9070,     0.9425,     0.0895,     0.1673,     2.4631, 
[  5700,  0.0000746]     0.7254,     0.9024,     0.9365,     0.0959,     0.1761,     2.6103, 
[  5750,  0.0000745]     0.7368,     0.9119,     0.9461,     0.0901,     0.1605,     2.3084, 
[  5800,  0.0000745]     0.7264,     0.9032,     0.9399,     0.0843,     0.1599,     2.3260, 
[  5850,  0.0000744]     0.7329,     0.9059,     0.9391,     0.0902,     0.1672,     2.4505, 
[  5900,  0.0000743]     0.7197,     0.9033,     0.9401,     0.0916,     0.1627,     2.4558, 
[  6000,  0.0000741]     0.7443,     0.9146,     0.9472,     0.0816,     0.1575,     2.1422, 
[  6050,  0.0000740]     0.7289,     0.9104,     0.9454,     0.0936,     0.1614,     2.0901, 
[  6100,  0.0000740]     0.7366,     0.9116,     0.9457,     0.0810,     0.1563,     2.2734, 
[  6150,  0.0000739]     0.7412,     0.9124,     0.9454,     0.0838,     0.1610,     2.3583, 
[  6200,  0.0000738]     0.7279,     0.9057,     0.9416,     0.0979,     0.1741,     2.3586, 
[  6250,  0.0000737]     0.7341,     0.9121,     0.9460,     0.0795,     0.1589,     2.1471, 
[  6300,  0.0000736]     0.7172,     0.9053,     0.9421,     0.0934,     0.1689,     2.3317, 
[  6350,  0.0000735]     0.7469,     0.9172,     0.9485,     0.0865,     0.1555,     2.4054, 
[  6400,  0.0000735]     0.7224,     0.9018,     0.9389,     0.0958,     0.1604,     2.6520, 
[  6450,  0.0000734]     0.7297,     0.9084,     0.9429,     0.0926,     0.1670,     2.4047, 
[  6500,  0.0000733]     0.7353,     0.9087,     0.9424,     0.0880,     0.1625,     2.3295, 
[  6550,  0.0000732]     0.7240,     0.9050,     0.9414,     0.0971,     0.1697,     2.4940, 
[  6600,  0.0000731]     0.7391,     0.9095,     0.9436,     0.0874,     0.1650,     2.4180, 
[  6650,  0.0000730]     0.7213,     0.8981,     0.9344,     0.0963,     0.1744,     2.7073, 
[  6700,  0.0000729]     0.7561,     0.9165,     0.9475,     0.0841,     0.1585,     2.1760, 
[  6750,  0.0000729]     0.7169,     0.9071,     0.9433,     0.0977,     0.1799,     2.3464, 
[  6800,  0.0000728]     0.7253,     0.8997,     0.9356,     0.0953,     0.1665,     2.6889, 
[  6850,  0.0000727]     0.7397,     0.9104,     0.9436,     0.0845,     0.1598,     2.2304, 
[  6900,  0.0000726]     0.7228,     0.9018,     0.9379,     0.0909,     0.1613,     2.5845, 
[  6950,  0.0000725]     0.7405,     0.9135,     0.9473,     0.0865,     0.1625,     2.1798, 
[  7000,  0.0000724]     0.7257,     0.9063,     0.9420,     0.0877,     0.1647,     2.5270, 
[  7050,  0.0000724]     0.7577,     0.9181,     0.9488,     0.0773,     0.1471,     2.3575, 
[  7100,  0.0000723]     0.7294,     0.9095,     0.9453,     0.0892,     0.1675,     2.1972, 
[  7150,  0.0000722]     0.7401,     0.9108,     0.9451,     0.0847,     0.1557,     2.4129, 
[  7200,  0.0000721]     0.7385,     0.9096,     0.9438,     0.0842,     0.1549,     2.2736, 
[  7250,  0.0000720]     0.7437,     0.9159,     0.9475,     0.0824,     0.1506,     2.2379, 
[  7300,  0.0000719]     0.7269,     0.9054,     0.9395,     0.0940,     0.1633,     2.6277, 
[  7350,  0.0000719]     0.7367,     0.9114,     0.9448,     0.0896,     0.1651,     2.4021, 
[  7400,  0.0000718]     0.7352,     0.9046,     0.9387,     0.0809,     0.1551,     2.4311, 
[  7450,  0.0000717]     0.7354,     0.9114,     0.9461,     0.0903,     0.1616,     2.3066, 
[  7500,  0.0000716]     0.7374,     0.9104,     0.9438,     0.0874,     0.1526,     2.3262, 
[  7550,  0.0000715]     0.7500,     0.9187,     0.9503,     0.0790,     0.1576,     2.1585, 
[  7600,  0.0000714]     0.7386,     0.9118,     0.9459,     0.0825,     0.1547,     2.0953, 
[  7650,  0.0000714]     0.7318,     0.9095,     0.9457,     0.0871,     0.1588,     2.2285, 
[  7700,  0.0000713]     0.7338,     0.9059,     0.9420,     0.0868,     0.1596,     2.2772, 
[  7750,  0.0000712]     0.7431,     0.9109,     0.9435,     0.0844,     0.1588,     2.3101, 
[  7800,  0.0000711]     0.7438,     0.9170,     0.9493,     0.0873,     0.1606,     2.0534, 
[  7850,  0.0000710]     0.7407,     0.9100,     0.9434,     0.0916,     0.1581,     2.2144, 
[  7900,  0.0000709]     0.7266,     0.9047,     0.9422,     0.0864,     0.1557,     2.1944, 
[  7950,  0.0000708]     0.7182,     0.8995,     0.9362,     0.0875,     0.1608,     2.3859, 
[  8000,  0.0000708]     0.7590,     0.9214,     0.9519,     0.0772,     0.1487,     1.9462, 
[  8050,  0.0000707]     0.7554,     0.9243,     0.9544,     0.0868,     0.1545,     2.0550, 
[  8100,  0.0000706]     0.7570,     0.9185,     0.9498,     0.0795,     0.1482,     2.0050, 
[  8150,  0.0000705]     0.7432,     0.9148,     0.9483,     0.0814,     0.1551,     2.4054, 
[  8200,  0.0000704]     0.7572,     0.9198,     0.9512,     0.0820,     0.1448,     1.9842, 
[  8250,  0.0000703]     0.7387,     0.9101,     0.9449,     0.0868,     0.1577,     2.1634, 
[  8300,  0.0000703]     0.7335,     0.9121,     0.9472,     0.0877,     0.1605,     2.1150, 
[  8350,  0.0000702]     0.7397,     0.9153,     0.9481,     0.0924,     0.1524,     2.3766, 
[  8400,  0.0000701]     0.7535,     0.9157,     0.9477,     0.0775,     0.1468,     2.1937, 
[  8450,  0.0000700]     0.7508,     0.9200,     0.9512,     0.0816,     0.1517,     2.1712, 
[  8500,  0.0000699]     0.7542,     0.9167,     0.9481,     0.0815,     0.1530,     2.4263, 
[  8550,  0.0000698]     0.7419,     0.9140,     0.9472,     0.0764,     0.1444,     2.1066, 
[  8600,  0.0000698]     0.7341,     0.9070,     0.9424,     0.0810,     0.1588,     2.3044, 
[  8650,  0.0000697]     0.7496,     0.9189,     0.9501,     0.0901,     0.1585,     2.1923, 
[  8700,  0.0000696]     0.7370,     0.9077,     0.9431,     0.0938,     0.1544,     2.3009, 
[  8750,  0.0000695]     0.7253,     0.9006,     0.9366,     0.0850,     0.1586,     2.7004, 
[  8800,  0.0000694]     0.7465,     0.9181,     0.9508,     0.0802,     0.1445,     2.1023, 
[  8850,  0.0000693]     0.7612,     0.9239,     0.9537,     0.0779,     0.1423,     2.0180, 
[  8900,  0.0000693]     0.7342,     0.9117,     0.9448,     0.0866,     0.1609,     2.2372, 
[  8950,  0.0000692]     0.7565,     0.9182,     0.9511,     0.0792,     0.1493,     2.1366, 
[  9000,  0.0000691]     0.7623,     0.9228,     0.9516,     0.0817,     0.1491,     2.3256, 
[  9050,  0.0000690]     0.7365,     0.9093,     0.9440,     0.0854,     0.1565,     2.2781, 
[  9100,  0.0000689]     0.7475,     0.9162,     0.9472,     0.0868,     0.1571,     2.2668, 
[  9150,  0.0000688]     0.7510,     0.9187,     0.9500,     0.0848,     0.1505,     2.1641, 
[  9200,  0.0000687]     0.7270,     0.9058,     0.9418,     0.0855,     0.1557,     2.3712, 
[  9250,  0.0000687]     0.7395,     0.9147,     0.9474,     0.0884,     0.1614,     2.2705, 
[  9300,  0.0000686]     0.7568,     0.9221,     0.9526,     0.0863,     0.1566,     1.9937, 
[  9350,  0.0000685]     0.7625,     0.9217,     0.9514,     0.0918,     0.1536,     2.0163, 
[  9400,  0.0000684]     0.7558,     0.9210,     0.9511,     0.0815,     0.1481,     2.1422, 
[  9450,  0.0000683]     0.7299,     0.9057,     0.9396,     0.0842,     0.1562,     2.6238, 
[  9500,  0.0000682]     0.7457,     0.9152,     0.9489,     0.0831,     0.1476,     2.0615, 
[  9550,  0.0000682]     0.7487,     0.9190,     0.9514,     0.0772,     0.1435,     2.0729, 
[  9600,  0.0000681]     0.7350,     0.9055,     0.9403,     0.0881,     0.1597,     2.6801, 
[  9650,  0.0000680]     0.7572,     0.9162,     0.9470,     0.0829,     0.1501,     2.3618, 
[  9700,  0.0000679]     0.7403,     0.9104,     0.9426,     0.0871,     0.1572,     2.3541, 
[  9750,  0.0000678]     0.7642,     0.9197,     0.9495,     0.0853,     0.1439,     2.0603, 
[  9800,  0.0000677]     0.7619,     0.9234,     0.9519,     0.0810,     0.1457,     2.2209, 
[  9850,  0.0000677]     0.7486,     0.9150,     0.9487,     0.0837,     0.1473,     2.0870, 
[  9900,  0.0000676]     0.7534,     0.9167,     0.9480,     0.0777,     0.1441,     2.2580, 
[  9950,  0.0000675]     0.7532,     0.9187,     0.9505,     0.0885,     0.1547,     2.0340, 
[ 10000,  0.0000674]     0.7568,     0.9185,     0.9485,     0.0802,     0.1437,     2.2272, 
[ 10050,  0.0000673]     0.7505,     0.9145,     0.9479,     0.0757,     0.1395,     2.1191, 
[ 10100,  0.0000672]     0.7493,     0.9132,     0.9455,     0.0810,     0.1437,     2.3468, 
[ 10150,  0.0000671]     0.7427,     0.9128,     0.9453,     0.0800,     0.1481,     2.2667, 
[ 10200,  0.0000671]     0.7644,     0.9220,     0.9527,     0.0799,     0.1418,     1.9620, 
[ 10250,  0.0000670]     0.7722,     0.9279,     0.9559,     0.0795,     0.1445,     2.0338, 
[ 10300,  0.0000669]     0.7587,     0.9219,     0.9522,     0.0770,     0.1480,     2.1301, 
[ 10350,  0.0000668]     0.7518,     0.9148,     0.9473,     0.0803,     0.1502,     2.1794, 
[ 10400,  0.0000667]     0.7432,     0.9106,     0.9457,     0.0776,     0.1499,     2.0074, 
[ 10450,  0.0000666]     0.7496,     0.9139,     0.9470,     0.0820,     0.1474,     2.1968, 
[ 10500,  0.0000666]     0.7634,     0.9226,     0.9519,     0.0754,     0.1405,     2.0444, 
[ 10550,  0.0000665]     0.7533,     0.9209,     0.9513,     0.0771,     0.1504,     2.0786, 
[ 10600,  0.0000664]     0.7489,     0.9162,     0.9491,     0.0789,     0.1503,     2.1594, 
[ 10650,  0.0000663]     0.7764,     0.9308,     0.9590,     0.0713,     0.1296,     1.8544, 
[ 10700,  0.0000662]     0.7746,     0.9306,     0.9587,     0.0806,     0.1380,     1.7927, 
[ 10750,  0.0000661]     0.7523,     0.9164,     0.9479,     0.0857,     0.1435,     2.0452, 
[ 10800,  0.0000661]     0.7678,     0.9206,     0.9498,     0.0830,     0.1455,     2.1968, 
[ 10850,  0.0000660]     0.7689,     0.9241,     0.9529,     0.0801,     0.1450,     1.9463, 
[ 10900,  0.0000659]     0.7673,     0.9241,     0.9541,     0.0734,     0.1382,     2.0048, 
[ 10950,  0.0000658]     0.7622,     0.9219,     0.9523,     0.0833,     0.1469,     1.9639, 
[ 11000,  0.0000657]     0.7764,     0.9286,     0.9559,     0.0954,     0.1519,     1.7911, 
[ 11050,  0.0000656]     0.7547,     0.9191,     0.9502,     0.0884,     0.1484,     2.0498, 
[ 11100,  0.0000656]     0.7662,     0.9229,     0.9524,     0.0848,     0.1473,     2.0244, 
[ 11150,  0.0000655]     0.7672,     0.9273,     0.9568,     0.0793,     0.1417,     1.8710, 
[ 11200,  0.0000654]     0.7477,     0.9184,     0.9508,     0.0733,     0.1426,     1.9184, 
[ 11250,  0.0000653]     0.7632,     0.9233,     0.9544,     0.0750,     0.1426,     1.8693, 
[ 11300,  0.0000652]     0.7520,     0.9152,     0.9475,     0.0794,     0.1424,     2.2066, 
[ 11350,  0.0000651]     0.7549,     0.9191,     0.9505,     0.0794,     0.1454,     2.0816, 
[ 11400,  0.0000650]     0.7489,     0.9184,     0.9506,     0.0784,     0.1464,     2.2107, 
[ 11450,  0.0000650]     0.7691,     0.9282,     0.9567,     0.0779,     0.1397,     2.0082, 
[ 11500,  0.0000649]     0.7502,     0.9180,     0.9508,     0.0790,     0.1509,     2.0924, 
[ 11550,  0.0000648]     0.7643,     0.9257,     0.9553,     0.0759,     0.1419,     1.9853, 
[ 11600,  0.0000647]     0.7653,     0.9245,     0.9533,     0.0755,     0.1454,     2.2609, 
[ 11650,  0.0000646]     0.7541,     0.9196,     0.9516,     0.0776,     0.1459,     2.1736, 
[ 11700,  0.0000645]     0.7764,     0.9303,     0.9572,     0.0813,     0.1448,     2.0217, 
[ 11750,  0.0000645]     0.7504,     0.9140,     0.9460,     0.0760,     0.1446,     2.2582, 
[ 11800,  0.0000644]     0.7751,     0.9265,     0.9548,     0.0784,     0.1414,     1.9903, 
[ 11850,  0.0000643]     0.7661,     0.9247,     0.9546,     0.0775,     0.1441,     2.1339, 
[ 11900,  0.0000642]     0.7501,     0.9137,     0.9477,     0.0772,     0.1452,     2.0792, 
[ 11950,  0.0000641]     0.7575,     0.9214,     0.9521,     0.0726,     0.1445,     1.9505, 
[ 12000,  0.0000640]     0.7816,     0.9293,     0.9553,     0.0835,     0.1493,     2.0877, 
[ 12050,  0.0000640]     0.7519,     0.9149,     0.9485,     0.0744,     0.1395,     2.0325, 
[ 12100,  0.0000639]     0.7667,     0.9242,     0.9538,     0.0740,     0.1435,     1.9479, 
[ 12150,  0.0000638]     0.7470,     0.9118,     0.9453,     0.0802,     0.1450,     2.4592, 
[ 12200,  0.0000637]     0.7701,     0.9261,     0.9552,     0.0807,     0.1424,     1.8874, 
[ 12250,  0.0000636]     0.7557,     0.9228,     0.9528,     0.0877,     0.1494,     1.9182, 
[ 12300,  0.0000635]     0.7708,     0.9252,     0.9529,     0.0840,     0.1389,     2.2001, 
[ 12350,  0.0000635]     0.7581,     0.9222,     0.9528,     0.0891,     0.1539,     2.1421, 
[ 12400,  0.0000634]     0.7541,     0.9176,     0.9482,     0.0805,     0.1493,     2.1294, 
[ 12450,  0.0000633]     0.7763,     0.9274,     0.9552,     0.0681,     0.1326,     1.8731, 
[ 12500,  0.0000632]     0.7802,     0.9294,     0.9573,     0.0738,     0.1407,     1.8214, 
[ 12550,  0.0000631]     0.7657,     0.9267,     0.9559,     0.0756,     0.1406,     1.9416, 
[ 12600,  0.0000630]     0.7547,     0.9189,     0.9505,     0.0766,     0.1442,     2.0453, 
[ 12650,  0.0000629]     0.7477,     0.9145,     0.9470,     0.0806,     0.1500,     2.1679, 
[ 12700,  0.0000629]     0.7456,     0.9167,     0.9488,     0.0760,     0.1400,     1.9802, 
[ 12750,  0.0000628]     0.7750,     0.9247,     0.9519,     0.0716,     0.1371,     1.9011, 
[ 12800,  0.0000627]     0.7664,     0.9229,     0.9530,     0.0793,     0.1331,     1.9725, 
[ 12850,  0.0000626]     0.7662,     0.9228,     0.9541,     0.0843,     0.1438,     1.9396, 
[ 12900,  0.0000625]     0.7693,     0.9259,     0.9548,     0.0774,     0.1436,     2.0239, 
[ 12950,  0.0000624]     0.7614,     0.9196,     0.9499,     0.0738,     0.1378,     2.1862, 
[ 13000,  0.0000624]     0.7634,     0.9208,     0.9508,     0.0743,     0.1392,     2.0440, 
[ 13050,  0.0000623]     0.7831,     0.9274,     0.9552,     0.0748,     0.1339,     1.9732, 
[ 13100,  0.0000622]     0.7509,     0.9178,     0.9495,     0.0818,     0.1441,     2.0715, 
[ 13150,  0.0000621]     0.7592,     0.9242,     0.9546,     0.0729,     0.1436,     1.8204, 
[ 13200,  0.0000620]     0.7858,     0.9298,     0.9565,     0.0686,     0.1271,     1.9212, 
[ 13250,  0.0000619]     0.7666,     0.9210,     0.9505,     0.0736,     0.1345,     1.9263, 
[ 13300,  0.0000619]     0.7680,     0.9236,     0.9533,     0.0720,     0.1381,     2.0880, 
[ 13350,  0.0000618]     0.7683,     0.9240,     0.9531,     0.0772,     0.1389,     2.0280, 
[ 13400,  0.0000617]     0.7767,     0.9284,     0.9570,     0.0778,     0.1403,     1.9798, 
[ 13450,  0.0000616]     0.7737,     0.9285,     0.9568,     0.0805,     0.1437,     1.9386, 
[ 13500,  0.0000615]     0.7718,     0.9244,     0.9548,     0.0777,     0.1383,     2.1090, 
[ 13550,  0.0000614]     0.7687,     0.9255,     0.9542,     0.0744,     0.1387,     1.9957, 
[ 13600,  0.0000614]     0.7817,     0.9321,     0.9595,     0.0732,     0.1340,     1.8236, 
[ 13650,  0.0000613]     0.7640,     0.9251,     0.9550,     0.0733,     0.1358,     2.0223, 
[ 13700,  0.0000612]     0.7641,     0.9244,     0.9544,     0.0709,     0.1302,     1.9699, 
[ 13750,  0.0000611]     0.7750,     0.9266,     0.9552,     0.0780,     0.1416,     1.9238, 
[ 13800,  0.0000610]     0.7590,     0.9200,     0.9508,     0.0829,     0.1453,     2.0311, 
[ 13850,  0.0000609]     0.7777,     0.9263,     0.9546,     0.0771,     0.1358,     1.8325, 
[ 13900,  0.0000608]     0.7626,     0.9204,     0.9518,     0.0728,     0.1400,     2.0643, 
[ 13950,  0.0000608]     0.7645,     0.9263,     0.9561,     0.0793,     0.1446,     1.9210, 
